youtube_key,filename,segment_id,label,gender,start_time,end_time,transcription,split
PwW3BJ_xrTI,3fd9a71b-8c67b673.mp3,0.mp3,anger,female,0.0,9547.0,"Señor Sánchez, hoy vuelve a ocupar el escaño de presidente del Gobierno tras cesar ayer a la directora del CNI, quedando claro que aquí gobiernan los independentistas.",train
PwW3BJ_xrTI,5586564b-130c69e1.mp3,6.mp3,anger,female,130072.0,144683.0,"Cuando salga de la Moncloa, que está cerca, no solo dejará una grave crisis económica, a lo que ya estamos acostumbrados cuando gobierna el Partido Socialista, dejará también una dura y difícil crisis institucional, que será más difícil de revertir.",train
mBBMW00nY5E,65459bf8-ff8b0eab.mp3,5.mp3,anger,male,59955.0,65999.0,y acordarse de los médicos a los que tiene absolutamente abandonados durante meses que tenían que ponerse bolsas de basura para protegerse,train
mBBMW00nY5E,467500ba-107d6f83.mp3,6.mp3,anger,male,65999.0,73221.0,"después de haber tenido pufos en los test, pufos en las mascarillas, después de haber dicho que no eran necesarias para ir por la calle, y ahora no las quieren meter hasta en la playa.",test
LiQw02b1nzc,52ebc839-83b0a01b.mp3,5.mp3,anger,female,56463.0,69605.0,"Señor Sánchez, las urnas constataron que el Gobierno Frankenstein es un proyecto fracasado y agotado. ¿Y usted cómo responde? Con más de lo mismo, con la ideología por encima de la economía.",test
LiQw02b1nzc,67f3fd40-7bdba8d3.mp3,6.mp3,anger,female,69605.0,80850.0,"No ha entendido nada. Por eso ustedes intentaron ayer resucitar la Ley de Memoria Democrática y, a última hora, reactivar la mal llamada Mesa del Diálogo de Cataluña.",train
LiQw02b1nzc,31875608-f05805d9.mp3,10.mp3,anger,female,98101.0,107731.0,"Nosotros sí, y además los españoles lo esperan. La próxima semana además es la cumbre de la OTAN y no cuenta ni tan siquiera con el apoyo de todo su Gobierno.",train
CsjIhf9fgz8,449ed202-7d6412cd.mp3,8.mp3,anger,female,57399.0,65204.0,"¿Cómo valora los informes de la AIREF y del Banco de España sobre la economía española? Pues mire, señor Sánchez, le quedan 24 horas.",test
CsjIhf9fgz8,8aeeb35a-6246b28e.mp3,5.mp3,anger,female,19004.0,33212.0,"están sufriendo una pérdida de poder adquisitivo de 16.700 millones de euros este año. Esto sucede mientras solo con la recaudación de enero y febrero el Gobierno ha recaudado 7.500 millones de euros más. Es decir,",train
CsjIhf9fgz8,744c39de-0c08a815.mp3,15.mp3,anger,female,95856.0,106190.0,"¿De verdad no va a tener ni un solo minuto para que pactemos de flactar la tarifa del IRPF en los tres primeros tramos, es decir, los de las rentas bajas y medias?",test
QrUT2lcio4A,a9360b8b-3dea9bd7.mp3,0.mp3,anger,male,0.0,8265.0,"Como diría usted, ¿qué coño tiene que pasar en España para que usted asuma alguna responsabilidad? Usted es padre y yo también.",train
QrUT2lcio4A,c4ee4b62-712ec5c4.mp3,12.mp3,anger,male,88471.0,96931.0,"que hoy sigue matando a medio centenar de españoles todos los días, el Helicóptero y Falco me imagino que le habrán contado que hoy se bate el récord histórico del precio de la lista.",train
cSoq-Q6Rb48,d1a8cc4f-47b251da.mp3,8.mp3,anger,male,54429.0,66490.0,Con el historial de Podemos es normal que lo único que le preocupe sea controlar a los jueces. Por eso se pasa usted el día conspirando contra el Consejo General del Poder Judicial y no ha dedicado ni una hora a ocuparse de las residencias de mayores.,train
cSoq-Q6Rb48,b1cc57c7-4a0e05b4.mp3,11.mp3,anger,male,72487.0,79489.0,"El informe de la Young Hoskin que lleva la subjetión, falso. El Comité de Expertos de la Desescalada, falso. La mascarilla no es necesaria.",train
cSoq-Q6Rb48,f949a05c-182b09f7.mp3,24.mp3,anger,male,115651.0,125952.0,"Hoy usted marca la batuta, se ha acordado en el CNI, ha convertido televisión española en la tuerca, se gasta 43.000 euros diarios en un programa y la gente no cobra el ingreso mínimo vital.",train
luqP84UaREU,c6ca7cc8-791a253d.mp3,0.mp3,joy,male,0.0,3025.0,Queremos recuperar ese espíritu de España suma.,train
luqP84UaREU,83b46b2f-c69b1525.mp3,1.mp3,joy,male,3025.0,13122.0,"Y por eso queremos recuperar el espíritu positivo de este salón del Tinel, precisamente porque es el escenario de uno de los acontecimientos más tristes de la historia del Partido Socialista.",train
luqP84UaREU,f2767d13-97436bf5.mp3,3.mp3,joy,male,91027.0,99961.0,"Lo que quieren es que siga Sánchez por eso mismo, porque tienen esperanzas. Y yo estoy convencido de que ahora es la hora de España y de Cataluña.",train
Xusxp5QfaeY,33e2071f-bda3eb88.mp3,0.mp3,anger,male,0.0,5712.0,"Ya está bien de juego sucio de Sánchez, ya está bien de utilizar el BOE y el Consejo de Ministros",train
Xusxp5QfaeY,04474963-84f51899.mp3,1.mp3,anger,male,5712.0,10941.0,para hacer anuncios en plena campaña electoral. Vamos a recurrir a la Junta Electoral,train
Xusxp5QfaeY,a0655dc6-27790734.mp3,2.mp3,anger,male,10941.0,24319.0,"para que Sánchez deje de utilizar el dinero de los españoles para comprar votos para el PSOE. Sánchez es el único presidente de la historia de España condenado por la junta electoral. Con esos supuestos, viernes sociales que eran electorales haciendo anuncios",test
HaetLuTmOH0,8ca76ae7-c44907ae.mp3,0.mp3,joy,male,0.0,14824.0,"Donald Tusk defendió siempre a España frente al independentismo. Por eso, querido Donald, eres una referencia para nosotros de gobierno, pero sobre todo eres un líder en la defensa de las libertades",train
HaetLuTmOH0,2852bf56-b5d2b8f5.mp3,1.mp3,joy,male,14824.0,22522.0,"como en la certeza lo seguiremos haciendo, siguiendo tu legado desde el Partido Popular de España. ¡Vie Pablo!",train
heY1dD_sosE,80dcbd9e-5557ade1.mp3,0.mp3,anger,female,0.0,11000.0,"Para hablar de corrupción, señores del Gobierno miren a su bancada. El PSOE de Simancas con un millón de euros de financiación ilegal. Lecciones, ninguna.",train
VQ4-caHze1k,c08f31f1-61d5e0ce.mp3,16.mp3,anger,male,117104.0,125859.0,"del motor, sí, subir el impuesto de matriculación cuando no se venden un 35% de coches respecto al año pasado de la energía, 6.000 millones de euros para el diésel y las calefacciones.",train
qlbyD9nvfjI,2235c3ad-b363d098.mp3,0.mp3,anger,male,0.0,8738.0,"Señor Iglesias, bienvenido. ¡Qué bien le veo! Ha pasado usted de las mangas de camisa a la americana, de la bici al coche oficial, de la mochila a la cartera…",train
qlbyD9nvfjI,ada5de50-788ae905.mp3,1.mp3,anger,male,9089.0,13856.0,"Le veo bien, pero que usted esté hoy ahí sentado",train
qlbyD9nvfjI,e9a90600-75a0d442.mp3,3.mp3,anger,male,33657.0,43637.0,"Señoría, han tardado casi un año en formar el Gobierno de Todos contra España, uno de los más numerosos de la democracia, un Gobierno en el que nunca tantos debieron tanto a tan pocos.",train
C2OlFX7lCoE,4e659aaf-e0a2691f.mp3,1.mp3,joy,male,3619.0,6961.0,ocho meses y para mí es un honor,train
ReFJBCzmVFk,3165da8e-0470a8a3.mp3,4.mp3,anger,male,11332.0,21857.0,Son personas que pueden ir a un ERE y ir al paro. ¿Qué son los 440.000 autónomos con ceses de actividad? ¿Están de vacaciones? No. Son personas que no pueden levantar la persiana. ¿Qué es el 40% de paro juvenil?,train
ReFJBCzmVFk,35b736f8-584fd549.mp3,17.mp3,anger,male,90583.0,101195.0,¿Perdieron en Bruselas? Van a perder en Madrid y pronto Pablo Casado va a llegar al Gobierno de España para que por tercera vez el Partido Popular recupere la prosperidad para España. Gracias.,train
kAkO1yO7ttU,b7b79560-2b3f3655.mp3,0.mp3,anger,male,0.0,3698.0,"Señor Ministro, me alegra verle porque no lo hemos visto mucho en los últimos meses.",test
kAkO1yO7ttU,bdc5d1eb-5fa121f4.mp3,1.mp3,anger,male,3698.0,12620.0,"No se tenía preocupados, ya veo que está bien. Los que no están tan bien son los estudiantes a los que usted ha abandonado. ¿Cómo ha atendido sus problemas el Gobierno durante esta crisis?",test
qTqEYa6Dmk0,802c7c1c-8052dfc9.mp3,0.mp3,anger,male,0.0,12788.0,"Señor Sánchez le ha gustado esa película porque es una película autoreferencial, la habla de usted. Usted es el señorito, el sirviente del señor Iglesias, pero hay una diferencia, que es que en la película el señorito paga el sirviente y en su Gobierno lo hacen con dinero público.",train
qTqEYa6Dmk0,4c70129e-b80a0e1a.mp3,4.mp3,anger,male,68238.0,79768.0,"Se lo voy a decir en prosa porque los españoles se preguntan si, aparte de decir usted sandeces, trabaja algo por España. Pues lo que está claro es que usted tiene un sueldo, pero un trabajo…, lo que existe un trabajo todavía no estamos seguros.",train
qTqEYa6Dmk0,6bc2e45b-b5d7e87b.mp3,10.mp3,anger,male,127974.0,141033.0,"Pero muchos españoles hoy no habrían votado al Partido Socialista si hubiesen sabido que usted iba a ser el vicepresidente, porque el señor Sánchez les engañó. Eso sí que no es una normalidad democrática.",train
g9f7nWHvN-Q,ebee5b0e-ad5cb371.mp3,0.mp3,anger,male,0.0,5612.0,Lo que vimos ayer en el Parlamento es un auténtico pucherazo a la soberanía,train
g9f7nWHvN-Q,b2960987-b386dd29.mp3,1.mp3,anger,male,5612.0,8765.0,y vamos a ir hasta el final para que,train
gd4mF3T-AM8,93043c68-d095c383.mp3,0.mp3,sadness,male,0.0,2721.0,Todos aquellos que levantan cada día la persiana,train
AXXg9jqN0v8,8db3d329-924091b9.mp3,3.mp3,anger,male,6038.0,14147.0,"a España le va a ir muy bien. El 4 de mayo lo que se vota es que no nos cambien este Madrid, pero también lo que se vota es que desde ese día",train
AXXg9jqN0v8,dc1f352f-6d7f1a97.mp3,7.mp3,anger,male,23793.0,33104.0,"El miedo es terrible que en política se te acabe los argumentos, se te acabe la defencia para intentar atemorizar a los madrileños. Además de que este proyecto necesite aunar",train
AXXg9jqN0v8,c7f4c3f6-78112500.mp3,9.mp3,anger,male,36003.0,42549.0,Aquellos madrileños que han votado a Leguina o han votado a Felipe o han votado a Rubalcaba y no se sienten identificados.,test
RX-onmNsokI,072a511c-30e3e9cf.mp3,0.mp3,anger,female,0.0,8136.0,Pedro Sánchez nos decía en julio que él había derrotado el virus y que no nos preocupáramos por los rebrotes.,train
RX-onmNsokI,720c87da-3daf61e5.mp3,1.mp3,anger,female,8136.0,15001.0,"Pues lo que ha hecho Sánchez durante estos rebrotes es lavarse las manos, irse de vacaciones y escabullirse.",train
RX-onmNsokI,c29d0691-4054c368.mp3,2.mp3,anger,female,15001.0,28692.0,"y no ha querido liderar la coordinación juntamente con las comunidades autónomas, los ayuntamientos y la sociedad para combatir el virus y para dar seguridad y certidumbre a toda la ciudadanía",train
_gPMK2zFMCs,9225af3b-83dbac40.mp3,1.mp3,anger,male,53257.0,66272.0,"ante los rebrotes, a pesar de que la ley le mandata a usted como única autoridad frente a pandemias. Ahora que pide disculpas a el señor Iglesias cuando le regaña, hágalo también al resto de españoles, incluso a nosotros. Deje de atacarnos porque llevamos seis meses extendiendo la mano.",train
_gPMK2zFMCs,a977ddb1-047bc584.mp3,3.mp3,anger,male,86066.0,95292.0,"También, para una ley contra la ocupación ilegal en tantos ayuntamientos a los que solo les ofrece confiscar sus ahorros y una alianza frente al separatismo a pesar de que usted les promete",train
_gPMK2zFMCs,cb31f89e-3ae40467.mp3,5.mp3,anger,male,99556.0,106656.0,"Y sí, le ofrecí es politizar la forma de elección del Consejo del Poder Judicial y de la Fiscalía General del Estado, lo rechazaron ayer.",train
fg4uSKMJTvk,14dc4a23-3c02c688.mp3,0.mp3,joy,male,0.0,11000.0,Yo quiero anunciar que si se aprueba esta reforma la llevaremos inmediatamente al Constitucional y en cuanto lleguemos al gobierno recuperaremos la ley de seguridad ciudadana.,train
lmYmfDR5e6I,48963710-3af5e923.mp3,0.mp3,joy,male,0.0,11000.0,"Carlos Iturgaiz es un gigante moral de la libertad, es una referencia política por la que muchos nos dedicamos a esta noble vocación. Me imagino que nuestro candidato podrá",train
h_8QL9_5XiY,f8057562-5a9dc2ac.mp3,0.mp3,joy,male,0.0,9262.0,Hoy quedan 34 días para que Isabel Díaz Ayuso y el Partido Popular ganen las elecciones de la Comunidad de Madrid. Hoy quedan 34 días.,test
h_8QL9_5XiY,1cbfc822-61b331ec.mp3,2.mp3,joy,male,10961.0,14166.0,"Frente al Sanchismo, el modelo de libertad",train
h_8QL9_5XiY,191f7678-90f1b363.mp3,4.mp3,joy,male,15736.0,19840.0,"Hoy quedan 34 días también, porque esto es un 3 en 1.",test
deYwgcydSDw,b746d982-90bb1924.mp3,0.mp3,anger,male,0.0,6536.0,¿De qué presume el gobierno? Presume que vamos a recuperar la economía de antes del coronavirus en el 2023.,train
deYwgcydSDw,396f3140-9c27b640.mp3,1.mp3,anger,male,6536.0,10475.0,el país de todo el mundo desarrollado que más tarde,train
z5uZEsrZ2Z4,570564d7-c9038b59.mp3,0.mp3,anger,male,0.0,13671.0,"Señor Sánchez, hace dos años se presentó en las elecciones diciendo todo lo contrario a lo que finalmente ha hecho. Este balance de legislatura se caracteriza por tres rasgos fundamentales. La arrogancia, las mentiras y la incompetencia. Un gran cinismo decir.",train
z5uZEsrZ2Z4,51486344-47ceaaf1.mp3,2.mp3,anger,male,52182.0,59898.0,"¿Qué es la inflación o directamente con Sablazo? Señor Sánchez, ¿nos puede explicar exactamente en qué cía toda esta supuesta recuperación?",train
z5uZEsrZ2Z4,10a8b1f4-10c8ac27.mp3,6.mp3,anger,male,89665.0,102934.0,"Y que si usted no está dispuesto a hacerlo, o no sabe, o no quiere modernizar y reformar España para salir de la crisis, ya vendremos nosotros por tercera vez en la historia a hacerlo después de la quiebra de un gobierno socialista.",train
03JgsRPvhYo,d039c0a8-d376cd8d.mp3,1.mp3,joy,male,2942.0,16655.0,que nos estén permitiendo a todos los malagueños poder disfrutar de esta Semana Santa tan atípica. Hoy es el último día del señor Iglesias en el Consejo de Ministros. A Pablo Iglesias no le va a echar de menos ni Pedro Sánchez.,test
cvWEHoebl10,5dbeeb61-057bccfa.mp3,0.mp3,anger,male,0.0,9831.0,¿Va usted a indultar a los presos que han dado un golpe al Estado si son condenados sí o no? ¡Dígalo! Y una vez haya sentencia,test
iAC_ibDP-UM,9c081c95-b95acb29.mp3,0.mp3,sadness,male,0.0,7282.0,"El Banco de Alimentos merece un reconocimiento a toda la sociedad, de los miles de voluntarios que están trabajando aquí altruístamente.",test
iAC_ibDP-UM,01871352-0a66253c.mp3,1.mp3,sadness,male,7282.0,13732.0,"y los miles de donantes que lo están haciendo con mucho esfuerzo. Desde el Partido Popular, el pasado mes de abril,",train
ar93GQOwTBA,f5293974-34c0ea25.mp3,3.mp3,joy,male,12654.0,23101.0,"Por eso tenemos que mirarnos mucho en cuidarlo, en mantenerlo movilizado, en mantenerlo al día y en cuidar a cada uno de nuestros afiliados y de nuestros cargos.",train
ar93GQOwTBA,45e89d03-c085cc49.mp3,6.mp3,joy,male,30793.0,36894.0,"de los valores que nos han hecho grandes con nuestra sigla. Nosotros en Frente tenemos a un partido, el Partido Socialista,",train
ar93GQOwTBA,55c543e1-133076b8.mp3,10.mp3,joy,male,41413.0,54916.0,"Y nosotros tenemos a un partido, a un líder y a un equipo. Y esa es una gran diferencia que tenemos siempre que recordar. Y eso ha sido gracias al trabajo de todos vosotros durante estos tres años.",train
sYNho1C8qMM,54a1da2d-4a2251eb.mp3,3.mp3,anger,male,5924.0,15295.0,que en Huesca o que en Zaragoza. No tiene ningún sentido. Por eso Pablo Casado lleva año y medio tendiendo la mano a Pedro Sánchez para que haya una ley de pandemia.,train
sYNho1C8qMM,dabfc7d9-44690bca.mp3,7.mp3,anger,male,30641.0,41307.0,"a las 11 de la mañana hubiera dicho acepto la mano tendida de Pablo Casado, me equivoqué, montemos una ley de pandemias entre los dos grandes partidos y trabajemos codo con codo para luchar contra el virus.",test
sYNho1C8qMM,fdb07316-24263a80.mp3,13.mp3,anger,male,54288.0,64849.0,"que el 31 nos tomábamos la uva, que luego venían los reyes magos, es una cosa nueva que le ha pillado Pedro Sánchez de improviso. Yo le quiero decir a Yolanda Díaz que si sabe algo sobre la pandemia que lo diga ya.",train
jmAkhOdo07o,fd376d16-90bb3f49.mp3,6.mp3,anger,male,39476.0,48348.0,"Vamos a hacer un plan agua, vamos a hacer un plan de vivienda para jóvenes, vamos a hacer una educación de 0 a 3 gratuita, vamos a digitalizar todos los pueblos.",train
jmAkhOdo07o,835794c1-50a0be0c.mp3,2.mp3,anger,male,15814.0,26788.0,"0,75% ¿Confían en el campo o confían en intentar dividir a la gente del campo para que les vote o al menos",train
jmAkhOdo07o,44a83db7-857a3ca7.mp3,1.mp3,anger,male,3024.0,15814.0,"que lucha contra ella son los agricultores, son los ganaderos, son quienes tienen un hotel rural, son aquellos que apuestan por la caza, que da empleo a 180.000 personas. ¿Cuánto viene de los fondos europeos al sector primario de España?",train
QWAfdFj0D8Q,08f0bed2-a7ffbede.mp3,2.mp3,anger,male,4182.0,11739.0,Derogar lo que hizo la oposición y luego hacer responsable a la oposición de que no apoyemos lo que él ha derogado porque le ha dado la gana. Para la reforma laboral Sánchez,train
QWAfdFj0D8Q,4b856d65-76e2b2d2.mp3,12.mp3,anger,male,71991.0,80953.0,No. ¿O porque la reforma de Celá en la educación mantuviera algo de la nuestra y tenemos que apoyarlo? Pues claro que no. Y encima lo hacen en el peor momento.,train
uet7tarrBM4,dacb56d6-e6818876.mp3,1.mp3,anger,male,31837.0,36536.0,prefiere convertirse en uno de ellos por mantener el poder aunque ya esté muerto electoralmente.,test
wcb-Gu1usJs,a0488341-655ab875.mp3,4.mp3,anger,male,61498.0,66788.0,"que acabe ya esa jaula de grillos, esa casa de los líos ¿Espanya merece un gobierno con ese lío?",test
wcb-Gu1usJs,bd14148a-d094428d.mp3,10.mp3,anger,male,82223.0,90320.0,"y dos millones de españoles en las colas del hambre y un millón de familias con todos los miembros en paro? Yo creo, sinceramente...",train
wcb-Gu1usJs,1d2a85ce-5a3726e6.mp3,19.mp3,anger,male,107956.0,114775.0,"es el Partido Popular, la solución es más futuro para una Cataluña mejor.",train
u5mHFJP8Pcs,d2612112-6f91d9f1.mp3,0.mp3,anger,male,1077.0,9392.0,Quedan seis días para que Isabel Díaz Ayuso y el Partido Popular ganen las elecciones en la Comunidad de Madrid. Y quedan seis días.,train
u5mHFJP8Pcs,7a842794-9bf41f47.mp3,1.mp3,anger,male,9392.0,12932.0,para mandar un mensaje muy contundente a Pedro Sánchez.,train
u5mHFJP8Pcs,074d59c0-b7549db7.mp3,2.mp3,anger,male,12932.0,17224.0,"Tic tac, tic tac, tu tiempo se acaba en el palacio de la Moncloa.",train
xT-NSOmJcDU,59a48b00-ba1bff83.mp3,4.mp3,anger,male,27409.0,30804.0,ni con justicia ni con eficacia y por tanto de él es la suerte.,train
9YIVcLoIrdQ,4f1df1af-daecd6e5.mp3,0.mp3,anger,male,0.0,8549.0,"Pedro Sánchez no dice la verdad ni al médico. Lo hace más que mentir. Lo sabemos todos, lo saben ellos, lo dicen hasta sus propios ministros. Pero por lo menos ¿qué? ¿Nos dejen hacer oposición?",train
I4vFn1QMQ2k,49695b83-e4cc003d.mp3,2.mp3,anger,male,3705.0,13127.0,Todos somos padres de Canet. ¿Hasta dónde ha llegado el veneno nacionalista como para señalar a un pobre niño de cinco años? Esto ya llega demasiado lejos.,train
I4vFn1QMQ2k,67480d2d-3330a22d.mp3,15.mp3,anger,male,44810.0,52471.0,"en castellano, que el gobierno de Pedro Sánchez prefiere seguir en la Moncloa con los votos separatistas que juró",train
a6Kj1v9DLso,fcbb6bac-da4419b3.mp3,0.mp3,anger,male,0.0,4060.0,Aquí yo te llamas Plusultra y tienes interés en el gobierno de Pedro Sánchez,test
a6Kj1v9DLso,65aadab1-2a1cc242.mp3,1.mp3,anger,male,4060.0,18060.0,"o aquí no reciben ni un euro de ayuda. Los hosteleros, los restaurantes, los autónomos, ni un euro y, plus ultra, los amigos de Ábalos, los amigos del chavismo, todos con las ayudas los primeros. Y eso es una vergüenza para España. Por tanto, nosotros vamos a seguir en esta línea.",test
a6Kj1v9DLso,555a7c9d-37fc1e4c.mp3,7.mp3,anger,male,28564.0,36420.0,"Y Pedro Sánchez, que siga dedicado a darle ayudas a Plus Ultra, que nosotros seguiremos dedicados a darle ayudas a los autónomos, a los hosteleros y a los que de verdad lo necesitan.",test
tg1JekRXHzg,fb07b004-1144a651.mp3,11.mp3,anger,male,41618.0,55471.0,"El PSC, el PSOE, Esquerra Republicana han vuelto a acordar la mesa de la amnistía y la autodeterminación. Otegi ha hecho un meeting con Esquerra Republicana de Cataluña y con el BNGAD. ¿Lo ha hecho hoy?",train
tg1JekRXHzg,fbadf3f5-a4146f90.mp3,15.mp3,anger,male,66116.0,71692.0,"de los 24 compañeros que fueron asesinados por ser del PP, del PP heroico en Cataluña.",train
JcphGBpwJBo,b1c71148-c8cc7502.mp3,9.mp3,anger,male,29206.0,41340.0,va a tener que pagar 700 euros más en impuestos al año y esto sencillamente es inmoral y el Partido Popular lo va a combatir desde cualquier pequeño municipio hasta el Congreso de los Diputados porque no,train
JcphGBpwJBo,989dca3e-4f4ef812.mp3,24.mp3,anger,male,66447.0,79629.0,"Esto es inadmisible. Cada vez que suban la cuota autónoma, cada vez que tengáis que pagar la gasolina, cada vez que tengáis que pagar la factura de la luz, recordad, todo eso sirve para pagar ministros como garzón, sirve para pagar ministros que fuera de España hablan mal.",train
JcphGBpwJBo,1161718a-7974884d.mp3,25.mp3,anger,male,79629.0,88281.0,"de España. Por eso, nosotros somos el partido que estamos con los trabajadores, con los autónomos, con las pymes, con los jóvenes. Por eso no podemos permitir que Alberto Garzón siga",train
TOriFYzm_jk,273f79b0-2d3c282a.mp3,3.mp3,anger,male,13157.0,22899.0,"con todos los instrumentos del Estado, con el FIS de Tezano, con el BOE de inversiones públicas a dedo y hasta con los fondos europeos a la carta de los gobiernos socialistas.",train
TOriFYzm_jk,fdbb1498-747bca58.mp3,6.mp3,anger,male,60170.0,68465.0,usted votó en contra ayer de una iniciativa para prohibir los homenajes y los beneficios penitenciarios a Etarras que no colaboran en establecer.,train
TOriFYzm_jk,26baf8d6-3990f2f0.mp3,8.mp3,anger,male,71035.0,80867.0,de usar y deteriorar las instituciones del Estado. ¿Está usted con las víctimas o con los verdugos? Nosotros estamos con las víctimas. ¿Y usted? Si hasta de cónomos dice...,test
5Egxv_ZzlPk,bc9987f3-07c1bdb0.mp3,2.mp3,anger,male,5994.0,12153.0,en la Moncloa. Los presupuestos que se han presentado son prueba de ello. Los presupuestos son la visión,train
5Egxv_ZzlPk,12ab15ae-67221175.mp3,4.mp3,anger,male,17748.0,28320.0,"a los camioneros, subirle impuestos a los autónomos, subir la factura de la lúa a las empresas. ¿Por qué? Porque les molesta a la gente que crea riqueza, que crea empleo y que crea trabajo.",train
5Egxv_ZzlPk,5bc4d08e-48e1ca97.mp3,5.mp3,anger,male,28320.0,35972.0,Y lo que quieren es gente sin iniciativa. Los presupuestos de Sánchez son como su Gobierno.,train
ZRfiAo534ZQ,99f52a8f-bca9b300.mp3,8.mp3,anger,male,37144.0,48634.0,"Y desde entonces no ha dejado de criticar al jefe del Estado, ha remeter contra la monarquía, contra el poder judicial, decir que Puigdemont es un exiliado, decir que ETA tiene motivaciones políticas, lanzar una web con la asesora a la que robó el móvil.",test
ZRfiAo534ZQ,80b4e624-0b0b4361.mp3,10.mp3,anger,male,50503.0,63696.0,"y amenazar a empresarios con expropiaciones, patrocinaron condenado por enaltecimiento de terrorismo a dos por agresión policial a otro por defraudor a la Seguridad Social hasta que ayer han imputado al fundador de su partido por financiación irregular. Y lo que es más grave,",train
AM_YLZfWj_A,55e65940-59b7c7fc.mp3,16.mp3,anger,male,99357.0,111147.0,"y decirles quiero serviros tengáis en el balcón la señora, la roja igualdad, la estelada quiero estar a vuestro servicio si no para que valen los partidos políticos, para que valen las elecciones, para que valen los mítines",train
AM_YLZfWj_A,9569c69c-c7400fd3.mp3,17.mp3,anger,male,111147.0,122368.0,"Pero si la gente está hospitalizada, la gente está en el paro, la gente está harta ya de esta política de crear problemas imaginarios, de entartarse en banderas, que la gente lo está pasando muy mal.",train
AM_YLZfWj_A,9ac57e67-ba2bcf51.mp3,19.mp3,anger,male,127385.0,136476.0,"porque me duele Cataluña, porque quiero una Cataluña mejor con el mejor candidato. Con Alejandro Rato.",train
g_zO81C4Qug,a4f8c52e-75e03de9.mp3,1.mp3,anger,male,84022.0,88243.0,"que es Torra, que es Aragónés y que es Bildu.",test
g_zO81C4Qug,f9d34b7d-2b8fb149.mp3,2.mp3,anger,male,88243.0,97637.0,"Por eso este gobierno sigue siendo el gobierno más radical de toda Europa y el más radical de nuestra historia. Cuando echas a la calle a todos, el problema eres tú.",train
g_zO81C4Qug,f6844273-3460062c.mp3,3.mp3,anger,male,97637.0,106760.0,"y el que te tienes que ir a tu casa eres tú. Así que Sánchez, haga un favor a España, convoque elecciones y déjenos en paz de una vez.",train
3Xsp8dTQv7c,fa9e8497-7028928c.mp3,0.mp3,anger,male,2081.0,5435.0,si conseguimos unir el voto en el Partido Popular.,test
3Xsp8dTQv7c,4916774c-6378451e.mp3,3.mp3,anger,male,7540.0,14204.0,al Sanchismo. Es la única vacuna eficaz contra este gobierno de Pedro Sánchez. Hoy es el 1 de mayo.,test
